"component","singular_value","squared_singular_value","explained_energy","cumulative_energy","next_gap","next_gap_ratio"
42,30.7395551127677,944.92024853088,0.00327383430758929,0.505080046428781,0.0844489706827005,1.00275480927358
43,30.655106142085,939.735532582495,0.00325587099166573,0.508335917420447,0.304546843502603,1.01003430745729
44,30.3505592985824,921.156449736764,0.00319150065044543,0.511527418070892,0.162720971300818,1.00539028232286
45,30.1878383272815,911.305582874088,0.00315737067392661,0.514684788744819,0.128262131842146,1.00426693081127
46,30.0595761954394,903.578121049427,0.00313059758945573,0.517815386334274,0.0678265673159437,1.0022615075198
47,29.9917496281235,899.505045756043,0.00311648573858407,0.520931872072858,0.171140797878788,1.00573901085833
48,29.8206088302447,889.268711006466,0.00308102024407357,0.524012892316932,0.233060574806732,1.0078769816544
49,29.5875482554379,875.423011767868,0.00303304950236245,0.527045941819294,0.0485653184068262,1.00164410936254
50,29.5389829370311,872.551512954215,0.00302310071425577,0.53006904253355,0.227214024676719,1.00775163127671
51,29.3117689123544,859.179796771265,0.00297677216614904,0.533045814699699,0.0433823139616472,1.00148222430423
52,29.2683865983927,856.638454072976,0.00296796725914664,0.536013781958846,0.0441777904128102,1.00151168473724
53,29.2242088079799,854.054380452412,0.00295901430371416,0.53897279626256,0.0614376840016746,1.00210671625616
54,29.1627711239783,850.46721962954,0.00294658598483009,0.54191938224739,0.0419456312779793,1.00144039980214
55,29.1208254927003,848.022477376302,0.00293811576623301,0.544857498013623,0.206260992641624,1.00713346357477
56,28.9145645000586,836.052040228052,0.00289664218380771,0.547754140197431,0.212565138939198,1.00740593490595
57,28.7019993611195,823.804767325701,0.00285420945759144,0.550608349655022,0.143199957250776,1.00501421489138
58,28.5587994038687,815.60502339041,0.00282580007272479,0.553434149727747,0.184372406750356,1.00649783718167
59,28.3744269971183,805.108107414797,0.00278943175095555,0.556223581478703,0.0150893565830685,1.00053207718651
60,28.3593376405353,804.25203140988,0.00278646573239561,0.559010047211098,0.0615831507434095,1.00217625574374
61,28.2977544897918,800.762909164534,0.00277437708456745,0.561784424295666,0.236362710953252,1.00842305730293
62,28.0613917788386,787.44170856547,0.00272822355615349,0.564512647851819,0.028697772939644,1.00102372511659
63,28.0326940058989,785.831933228363,0.00272264622014622,0.567235294071965,0.160866990237803,1.00577167008634
64,27.8718270156611,776.838741190938,0.0026914878015679,0.569926781873533,0.120897744964452,1.0043565296061
65,27.7509292706967,770.11407538721,0.00266818907170202,0.572594970945235,0.154336147094007,1.00559257972181
66,27.5965931236027,761.571952029675,0.00263859345603918,0.575233564401274,0.18585996615251,1.00678055435748
67,27.4107331574502,751.348292228938,0.00260317187600974,0.577836736277284,0.018816269666889,1.00068692781684
68,27.3919168877833,750.317110787227,0.00259959917536492,0.580436335452649,0.0934334801180015,1.00342266193776
69,27.2984834076653,745.207196358577,0.00258189502182247,0.583018230474472,0.116849190177323,1.00429882873275
70,27.181634217488,738.841238733312,0.00255983909646089,0.585578069570933,0.0529220808350352,1.00195077748507
71,27.1287121366529,735.96702219338,0.00254988089233678,0.588127950463269,0.118510478742142,1.00438761917601
72,27.0102016579108,729.550993601007,0.00252765148773164,0.590655601951001,0.0158514029396066,1.00058721187174
73,26.9943502549712,728.694945688062,0.00252468556650104,0.593180287517502,0.150276599798485,1.00559812946905
74,26.8440736551727,720.604290404337,0.00249665413752074,0.595676941655023,0.121563819293186,1.00454911683221
75,26.7225098358795,714.092531928677,0.00247409306071718,0.59815103471574,0.284845904235166,1.01077424635443
76,26.4376639316443,698.950074162568,0.00242162948211043,0.60057266419785,0.0771550817499147,1.00292691928632
77,26.3605088498944,694.876426825362,0.00240751564929724,0.602980179847148,0.0368111839246481,1.0013984047527
78,26.3236976659698,692.937058809383,0.00240079638430569,0.605380976231453,0.08549262795513,1.00325832608714
79,26.2382050380146,688.443403616897,0.00238522736400106,0.607766203595454,0.167149956474333,1.00641132305354
80,26.0710550815403,679.699913064709,0.00235493407799905,0.610121137673453,0.086597691025986,1.00333267267138
81,25.9844573905143,675.192025879455,0.00233931574857413,0.612460453422027,0.134003694774069,1.00518380436766
82,25.8504536957403,668.245956275611,0.00231524992819689,0.614775703350224,0.0411601210581978,1.00159477906434
83,25.8092935746821,666.119634824125,0.00230788293174649,0.617083586281971,0.032124696065285,1.00124624609539
84,25.7771688786168,664.462435396729,0.00230214128704329,0.619385727569014,0.157740313682798,1.00615705823738
85,25.619428564934,656.355119993755,0.00227405213629224,0.621659779705306,0.0998817291246148,1.00391393035963
86,25.5195468358094,651.247270705068,0.00225635513777273,0.623916134843079,0.0366198326775091,1.00143703400606
87,25.4829270031319,649.379568646947,0.00224988417148353,0.626166019014563,0.0336433088446064,1.00132197468694
88,25.4492836942872,647.666040552315,0.00224394736668762,0.62840996638125,0.108667963604749,1.00428829215358
89,25.3406157306825,642.146805610113,0.00222482505373738,0.630634791434988,0.0363082971007387,1.0014348662652
90,25.3043074335818,640.307974693221,0.00221845411634776,0.632853245551335,0.0356769868325202,1.00141190821195
91,25.2686304467492,638.503684654383,0.00221220285160963,0.635065448402945,0.174816465804575,1.00696651636684
92,25.0938139809447,629.699500110254,0.00218169928111706,0.637247147684062,0.0667109809297948,1.00266554946171
93,25.0271030000149,626.355884573353,0.00217011476562688,0.639417262449689,0.103255526353852,1.00414284056516
94,24.923847473661,621.198172890319,0.00215224501049905,0.641569507460188,0.0234514975992433,1.00094181223551
95,24.9003959760618,620.029719764673,0.00214819670913658,0.643717704169325,0.0924453171709523,1.00372643909374
96,24.8079506588908,615.434415893962,0.00213227550997811,0.645849979679303,0.0439777758597018,1.00177587724181
97,24.7639728830311,613.254352951501,0.00212472231714006,0.647974701996443,0.155905043217185,1.00633552557771
98,24.6080678398139,605.557002808885,0.00209805355962999,0.650072755556073,0.0074070818658889,1.00030109280148
99,24.600660757948,605.192509727645,0.00209679071236209,0.652169546268435,0.208558676646064,1.00855025433851
100,24.392102081302,594.974643944657,0.00206138920667661,0.654230935475112,0.0573664490236752,1.002357389449
101,24.3347356322783,592.179358292876,0.00205170447182143,0.656282639946933,0.0983359900774907,1.0040573679065
102,24.2363996422008,587.403067616472,0.00203515621359145,0.658317796160524,0.0237165100280023,1.0009795077191
103,24.2126831321728,586.254024459006,0.00203117516131147,0.660348971321836,0.116411338171691,1.00483109333954
104,24.0962717940011,580.630314370374,0.00201169087673536,0.662360662198571,0.118308622763998,1.004934056405
105,23.9779631712371,574.942717841204,0.00199198524689637,0.664352647445468,0.0483950688096861,1.00202239625064
106,23.9295681024274,572.624229568713,0.00198395245634073,0.666336599901808,0.0300562537845472,1.00125760952671
107,23.8995118486429,571.186666603422,0.00197897177891065,0.668315571680719,0.0529570104075319,1.00222074051228
108,23.8465548382354,568.658177652966,0.00197021140586834,0.670285783086587,0.0720205164863295,1.00302931344571
109,23.774534321749,565.228482216023,0.00195832865216134,0.672244111738749,0.0601536574271755,1.00253658985569
110,23.7143806643219,562.371850292362,0.00194843137288261,0.674192543111631,0.0510721313686773,1.00215828362706
111,23.6633085329532,559.952170725735,0.00194004798815685,0.676132591099788,0.139897293320367,1.00594715162249
112,23.5234112396328,553.350876348883,0.00191717669924222,0.67804976779903,0.0209112280671526,1.00088974483808
113,23.5025000115657,552.367506793644,0.0019137696508781,0.679963537449908,0.15069256793516,1.00645314365061
114,23.3518074436305,545.306910884397,0.00188930703495294,0.681852844484861,0.0705320592477392,1.00302956165774
115,23.2812753843828,542.017783523467,0.00187791130286551,0.683730755787727,0.0512677055646265,1.00220696033654
116,23.2300076788181,539.63325675795,0.00186964971090106,0.685600405498628,0.0682517843029622,1.00294674482426
117,23.1617558945152,536.466936117108,0.00185867946324372,0.687459084961872,0.0525877676189417,1.00227562356768
118,23.1091681268962,534.033651517157,0.00185024894160358,0.689309333903475,0.0544818881734166,1.00236315895212
119,23.0546862387228,531.518557565955,0.00184153497777747,0.691150868881253,0.0221310032018955,1.00096085748957
120,23.0325552355209,530.498600677322,0.00183800116647492,0.692988870047728,0.181047240724197,1.00792276994435
121,22.8515079947967,522.191417636259,0.00180921954084932,0.694798089588577,0.0146869849848557,1.00064312738531
122,22.8368210098119,521.520393834185,0.00180689466660956,0.696604984255186,0.0615457581967149,1.00270230579068
123,22.7752752516152,518.713162786834,0.0017971685449327,0.698402152800119,0.0563439961552241,1.00248004606914
124,22.7189312554599,516.149837390314,0.00178828747519407,0.700190440275313,0.121573482773876,1.0053799866337
125,22.5973577726861,510.640578306775,0.00176919972527535,0.701959640000589,0.0277980174702641,1.0012316597121
126,22.5695597552158,509.385027544256,0.00176484965957654,0.703724489660165,0.0551361065612852,1.00244892373981
127,22.5144236486545,506.899272231093,0.00175623734437093,0.705480727004536,0.019901324330462,1.00088471869033
128,22.494522324324,506.003534599513,0.00175313391146913,0.707233860916005,0.185840931905165,1.00833043103876
129,22.3086813924189,497.677265468456,0.00172428615889122,0.708958147074896,0.0316538313431955,1.00142091808507
130,22.2770275610757,496.265956956925,0.00171939644440916,0.710677543519306,0.0479038841014479,1.00215500551428
131,22.2291236769742,494.133939446216,0.0017120097130085,0.712389553232314,0.0490733888460113,1.00221250124362
132,22.1800502881282,491.954630783897,0.0017044591335002,0.714094012365814,0.0996155612161225,1.00451148550507
133,22.0804347269121,487.545597729426,0.00168918330075192,0.715783195666566,0.0459528274572492,1.0020854961631
134,22.0344818994548,485.518392577403,0.00168215970930542,0.717465355375872,0.0762693956121758,1.00347338817305
135,21.9582125038427,482.163096363913,0.00167053472415674,0.719135890100028,0.0317203650356852,1.00144666847916
136,21.926492138807,480.771057513165,0.00166571177263871,0.720801601872667,0.0736030430838781,1.00336811497837
137,21.8528890957231,477.548761829974,0.00165454759008126,0.722456149462748,0.0752395857898129,1.00345489928817
138,21.7776495099333,474.266018177498,0.00164317397541991,0.724099323438168,0.0089273231513296,1.00041009863026
139,21.768722186782,473.877265645294,0.00164182707722499,0.725741150515393,0.0894280483985419,1.00412504428547
140,21.6792941383834,469.991794338546,0.00162836521175543,0.727369515727149,0.0432827011927515,1.00200049354376
141,21.6360114371907,468.116990910246,0.00162186964158102,0.72899138536873,0.0783514757850412,1.00363450745235
142,21.5576599614056,464.732703011592,0.00161014420988813,0.730601529578618,0.0284680958959349,1.00132230211305
143,21.5291918655097,463.506102381929,0.00160589444676861,0.732207424025387,0.0315329479954691,1.00146680846117
144,21.4976589175142,462.149338933779,0.00160119371278524,0.733808617738172,0.0942096004170025,1.00440160831188
145,21.4034493170972,458.10764266955,0.00158719057981052,0.735395808317982,0.0323934950630473,1.00151576484254
146,21.3710558220342,456.722026948501,0.00158238988230006,0.736978198200282,0.0824418733309038,1.00387258059776
147,21.2886139487033,453.205083856924,0.00157020484449507,0.738548403044777,0.00974047977512171,1.00045775354552
148,21.2788734689282,452.790456106655,0.00156876829727765,0.740117171342055,0.117388738242198,1.00554728270422
149,21.161484730686,447.808436007055,0.00155150725503782,0.741668678597093,0.051982319169138,1.00246250802865
150,21.1095024115168,445.611092061834,0.0015438941892742,0.743212572786367,0.0523352148689611,1.00248538724987
151,21.0571671966479,443.404290347583,0.00153624835548728,0.744748821141854,0.0483458555254934,1.00230121693838
152,21.0088213411224,441.370574143198,0.00152920220541042,0.746278023347265,0.0357390897243093,1.001704045657
153,20.9730822513981,439.870179123908,0.00152400383581603,0.747802027183081,0.060912921477275,1.00291279783155
154,20.9121693299208,437.318826083279,0.00151516424630763,0.749317191429389,0.0863675049735804,1.00414713948109
155,20.8258018249472,433.714021651974,0.00150267479818997,0.750819866227579,0.0527672932583272,1.00254018223374
156,20.7730345316889,431.518963654738,0.00149506965247564,0.752314935880054,0.0175947646712089,1.00084771823044
157,20.7554397670177,430.788279922298,0.00149253807642467,0.753807473956479,0.0546861818771944,1.00264174836207
158,20.7007535851405,428.521198992706,0.00148468339521012,0.755292157351689,0.0461103570353423,1.00223244509848
159,20.6546432281051,426.614286880309,0.00147807657912714,0.756770233930816,0.0866854437262781,1.00421458681679
160,20.5679577843788,423.04088741999,0.00146569593878623,0.758235929869602,0.0454067627758938,1.00221253014443
161,20.522551021603,421.175100434296,0.00145923160758588,0.759695161477188,0.040561542551707,1.00198035169353
162,20.4819894790512,419.511893019966,0.00145346914720667,0.761148630624395,0.0500683877850285,1.00245049829438
163,20.4319210912662,417.463399479729,0.00144637179857716,0.762595002422972,0.0274601206179277,1.00134579005333
164,20.4044609706483,416.342027502709,0.00144248661773185,0.764037489040704,0.0423628819940554,1.00208047725778
165,20.3620980886542,414.615038571977,0.00143650317561698,0.765473992216321,0.0599485028249482,1.0029528155416
166,20.3021495858293,412.177277805388,0.00142805714554856,0.766902049361869,0.105595792957079,1.00522840649152
167,20.1965537928722,407.900785108381,0.00141324052104571,0.768315289882915,0.0264031417043782,1.00130902055027
168,20.1701506511678,406.834977290806,0.00140954785152794,0.769724837734443,0.0507976788572471,1.00252481672384
169,20.1193529723106,404.788364024423,0.00140245701742181,0.771127294751865,0.014948027928142,1.000743520038
170,20.1044049443824,404.187098167709,0.00140037383125584,0.772527668583121,0.0437013640342663,1.00217845619717
171,20.0607035803482,402.431828138594,0.00139429240454354,0.773921960987664,0.0727595759026514,1.00364017309066
172,19.9879440044455,399.51790552485,0.00138419663208299,0.775306157619747,0.0444381714433142,1.00222820259464
173,19.9435058330022,397.743424910993,0.0013780486470855,0.776684206266833,0.0484470988416703,1.00243513223505
174,19.8950587341605,395.813362035698,0.00137136162131081,0.778055567888143,0.0288891755481657,1.00145418951867
175,19.8661695586124,394.664692931537,0.0013673818650011,0.779422949753145,0.0347403545177798,1.00175178269606
176,19.8314292040946,393.285584277016,0.0013626037123114,0.780785553465456,0.0404333864129853,1.00204301929956
177,19.7909958176816,391.683515455491,0.00135705307681684,0.782142606542273,0.0587008056453691,1.00297485951885
178,19.7322950120362,389.36346644203,0.00134901487881297,0.783491621421086,0.0369702741141005,1.00187710914169
179,19.6953247379221,387.905816532208,0.00134396460680256,0.784835586027888,0.063928745165768,1.0032564543647
180,19.6313959927564,385.391708624411,0.00133525405928881,0.786170840087177,0.0813036161658509,1.00415873309444
181,19.5500923765905,382.206111933223,0.00132421702652973,0.787495057113707,0.038458484475008,1.00197105402283
182,19.5116338921155,380.703857139951,0.0013190122134372,0.788814069327144,0.0253196753212706,1.00129935682241
183,19.4863142167942,379.716441755637,0.00131559114762129,0.790129660474765,0.00752444528692919,1.00038628915734
184,19.4787897715073,379.423250962578,0.00131457533906128,0.791444235813827,0.0299735677755386,1.00154115126913
185,19.4488162037318,378.25645172654,0.00131053276787609,0.792754768581703,0.0439160485965004,1.00226314220869
186,19.4049001551353,376.550150030769,0.00130462100014818,0.794059389581851,0.057199864254752,1.00295641670042
187,19.3477002908805,374.333506545738,0.00129694106789964,0.795356330649751,0.0721196882532844,1.00374150536578
188,19.2755806026272,371.548007568379,0.00128729024061553,0.796643620890366,0.0580007528098108,1.00301810910963
189,19.2175798498174,369.315375284109,0.00127955491249674,0.797923175802863,0.0146375742347438,1.00076225684714
190,19.2029422755827,368.752992039361,0.00127760644164586,0.799200782244509,0.0267108787555337,1.00139291595949
191,19.1762313968271,367.727850584659,0.00127405466754667,0.800474836912056,0.0632356463097068,1.00330851568928
192,19.1129957505174,365.306606559298,0.00126566586249185,0.801740502774547,0.0349832561960355,1.00183369500394
193,19.0780124943214,363.970560733484,0.0012610369081776,0.803001539682725,0.0511514382017744,1.00268838028779
194,19.0268610561196,362.021441648882,0.00125428385897724,0.804255823541702,0.0839763254566606,1.00443313289663
195,18.942884730663,358.832881919184,0.00124323656027546,0.805499060101978,0.033464724913145,1.00176973830519
196,18.9094200057498,357.566164953852,0.00123884780739863,0.806737907909376,0.0995114735313471,1.00529037519565
197,18.8099085322185,353.812658990426,0.0012258431579418,0.807963751067318,0.0232875799105088,1.00123958321029
198,18.786620952308,352.937126805697,0.00122280973019145,0.80918656079751,0.0061609673152283,1.00032805199234
199,18.7804599849927,352.705677247914,0.00122200783447175,0.810408568631981,0.0376503725472688,1.0020087902148
200,18.7428096124455,351.292912168378,0.00121711307346612,0.811625681705447,0.037981302783404,1.00203056142268
201,18.7048283096621,349.870602093936,0.00121218524222853,0.812837866947676,0.0495148127657004,1.00265419355048
202,18.6553134968964,348.020721667484,0.0012057760219642,0.81404364296964,0.0447337255527671,1.0024036717879
203,18.6105797713436,346.353679425544,0.00120000027518309,0.815243643244823,0.0390813820046993,1.00210437419671
204,18.5714983893389,344.900552425217,0.0011949656735494,0.816438608918373,0.022462664411119,1.00121098825536
205,18.5490357249278,344.066726324647,0.00119207674350599,0.817630685661879,0.030522834625522,1.00164823357072
206,18.5185128903023,342.935319668291,0.00118815679583509,0.818818842457714,0.0897876324659812,1.00487215644109
207,18.4287252578363,339.617914628813,0.00117666309099884,0.819995505548713,0.00940425224909092,1.00051056454504
208,18.4193210055872,339.271386306866,0.00117546248564542,0.821170968034358,0.0572483716430483,1.00311775107224
209,18.3620726339441,337.16571141424,0.00116816702265283,0.822339135057011,0.0243842957890514,1.00132973662434
210,18.3376883381551,336.270813587309,0.00116506649939475,0.823504201556406,0.036211456306976,1.00197860842274
211,18.3014768818481,334.944056056821,0.0011604697259338,0.824664671282339,0.075391195977712,1.00413644472418
212,18.2260856858704,332.19019942869,0.00115092852886307,0.825815599811202,0.0502523053162598,1.00276478686089
213,18.1758333805541,330.360919077666,0.00114459068100692,0.826960190492209,0.0557032308674223,1.00307410765857
214,18.1201301496867,328.339116641586,0.00113758580817379,0.828097776300383,0.0666344083495751,1.00369094214795
215,18.0534957413371,325.928708482478,0.0011292345457907,0.829227010846174,0.00952836730942153,1.00052806387375
216,18.0439673740277,325.584758594977,0.00112804287385485,0.830355053720029,0.0489275285098145,1.00271894527213
217,17.9950398455179,323.821459041777,0.00112193362751284,0.831476987347542,0.0350961547676469,1.00195413501133
218,17.9599436907503,322.55957737492,0.00111756162733664,0.832594548974878,0.0521815027145252,1.0029139041588
219,17.9077621880357,320.687946583242,0.00111107704929266,0.833705626024171,0.0182316100362065,1.00101912176827
220,17.8895305779995,320.03530430118,0.00110881586090463,0.834814441885076,0.037885779946869,1.00212225710154
221,17.8516447980527,318.681221995841,0.00110412441618915,0.835918566301265,0.0767217877794941,1.00431629367594
222,17.7749230102732,315.947888021139,0.00109465432328512,0.83701322062455,0.0195121705179027,1.00109894221508
223,17.7554108397553,315.254614088499,0.00109225235974507,0.838105472984295,0.0700784316680867,1.00396251707636
224,17.6853324080872,312.770982384539,0.00108364740213887,0.839189120386434,0.00186829954750323,1.00010565235047
225,17.6834641085397,312.704902878011,0.00108341845863191,0.840272538845066,0.0514867979690692,1.00292008077496
226,17.6319773105706,310.886623880477,0.0010771187268057,0.841349657571871,0.0250555747335426,1.00142305254203
227,17.6069217358371,310.003693011892,0.00107405966507716,0.842423717236949,0.0337480128150851,1.00192042788326
228,17.573173723022,308.81643469951,0.00106994620999872,0.843493663446947,0.023074321151455,1.00131476868724
229,17.5500994018705,308.005989015536,0.00106713828532068,0.844560801732268,0.061687181125329,1.00352731742291
230,17.4884122207452,305.84456200271,0.00105964965977906,0.845620451392047,0.0921592493851051,1.00529764941547
231,17.3962529713601,302.629617443555,0.00104851094642084,0.846668962338468,0.0336164467749072,1.00193613721783
232,17.3626365245852,301.461147084859,0.00104446258535159,0.847713424923819,0.0113999015532649,1.00065700801625
233,17.3512366230319,301.065412348444,0.0010430914961419,0.848756516419961,0.0390328646885401,1.00225464448278
234,17.3122037583434,299.712398970399,0.00103840375490389,0.849794920174865,0.0460262717555651,1.00266568971571
235,17.2661774865878,298.120884998352,0.0010328896884514,0.850827809863317,0.0573504080264122,1.00333261574218
236,17.2088270785614,296.143729419828,0.00102603950212671,0.851853849365443,0.0265741902637515,1.00154660686445
237,17.1822528882976,295.229814317413,0.0010228730903357,0.852876722455779,0.0433568487246667,1.00252973404031
238,17.138896039573,293.74175745529,0.00101771746835127,0.85389443992413,0.0282763724505095,1.00165256273593
239,17.1106196671225,292.773305392918,0.00101436210413722,0.854908802028267,0.0651715007734559,1.00382339614291
240,17.045448166349,290.547303191691,0.0010066497470505,0.855915451775318,0.0168635251926652,1.0009903069191
241,17.0285846411563,289.972694881026,0.00100465892041322,0.856920110695731,0.0620111265727559,1.0036548998252
242,16.9665735145836,287.86461682577,0.000997355131261588,0.857917465826993,0.0449336424684006,1.00265539526949
243,16.9216398721152,286.341895961559,0.000992079410041849,0.858909545237035,0.0273234656613752,1.0016173170316
244,16.8943164064538,285.417926841375,0.000988878164424016,0.859898423401459,0.0217897074777191,1.00129143120449
245,16.8725266989761,284.682157207661,0.000986328967417095,0.860884752368876,0.0755503952791976,1.00449785687098
246,16.7969763036969,282.138412946955,0.000977515739799865,0.861862268108676,0.0317437535967642,1.00189342757411
247,16.7652325501001,281.073022458937,0.000973824516190173,0.862836092624866,0.065907274313961,1.00394670282934
248,16.6993252757862,278.867464666511,0.000966182992178552,0.863802275617044,0.042049166990175,1.00252437233528
249,16.657276108796,277.464847364666,0.000961323389846675,0.864763599006891,0.0514580461650702,1.00309879621534
250,16.6058180626309,275.7531935292,0.000955393078735257,0.865718992085626,0.0808282379956111,1.00489127308721
251,16.5249898246353,273.075288704301,0.00094611502939528,0.866665107115022,0.0118234897424756,1.00071600379374
252,16.5131663348928,272.684662403838,0.000944761639216703,0.867609868754238,0.0128185640761167,1.00077686629725
253,16.5003477708167,272.261476557897,0.000943295441044863,0.868553164195283,0.0438446795553489,1.00266427680973
254,16.4565030912614,270.816493992695,0.00093828905716942,0.869491453252453,0.0697204936670701,1.00425467862601
255,16.3867825975943,268.52664390082,0.000930355488382346,0.870421808740835,0.0233877374369129,1.00142927171512
256,16.3633948601574,267.760691349425,0.000927701717606835,0.871349510458442,0.0295810726197203,1.00181103280621
257,16.3338137875377,266.793472845956,0.000924350627264007,0.872273861085706,0.0187992873571261,1.00115226911732
258,16.3150145001805,266.179698141102,0.000922224102100634,0.873196085187806,0.0522365367973059,1.00321203037482
259,16.2627779633832,264.477947086304,0.000916328100829801,0.874112413288636,0.052005651052955,1.00320809212855
260,16.2107723123303,262.789138962214,0.000910476942508053,0.875022890231144,0.0331458829924927,1.00204887182537
261,16.1776264293378,261.715596887209,0.000906757476361299,0.875929647707505,0.0183358050055524,1.00113469120841
262,16.1592906243322,261.122673481632,0.000904703194013166,0.876834350901519,0.00834048918570574,1.00051640857757
263,16.1509501351465,260.85319026799,0.00090376952432886,0.877738120425848,0.0440733681374823,1.00273630752721
264,16.1068767670091,259.431479187616,0.000898843768406448,0.878636964194254,0.0197129674396628,1.0012253848898
265,16.0871637995694,258.796839114176,0.000896644951682359,0.879533609145936,0.0489882087397504,1.00305447514665
266,16.0381755908296,257.223076282284,0.000891192387025111,0.880424801532961,0.0359598682416795,1.00224718056956
267,16.002215722588,256.070908032241,0.000887200507339002,0.8813120020403,0.0144033478409167,1.00090089547609
268,15.987812374747,255.610144530115,0.000885604115089717,0.88219760615539,0.0509928516879761,1.00319968809424
269,15.9368195230591,253.982216510557,0.000879963886076738,0.883077570041467,0.0596871675442046,1.00375931662014
270,15.8771323555149,252.083331834537,0.000873384882390264,0.883950954923857,0.0159270876092563,1.00100415367812
271,15.8612052679056,251.577832550637,0.000871633495539715,0.884822588419397,0.0628427778963871,1.00397780326512
272,15.7983624900092,249.58825736573,0.000864740279410627,0.885687328698808,0.0386389852873119,1.0024517552783
273,15.7597235047219,248.368884945284,0.000860515559631374,0.886547844258439,0.0198040359157083,1.00125820439901
274,15.7399194688062,247.745064884505,0.000858354230651581,0.887406198489091,0.0270771049768896,1.00172324677801
